date,value,avg7,avg30
14-Apr-2017,44,6.285714285714286,1.466666666666667
15-Apr-2017,2,6.571428571428571,1.533333333333333
16-Apr-2017,89,19.28571428571428,4.5
17-Apr-2017,2,19.57142857142857,4.566666666666666
18-Apr-2017,0,19.57142857142857,4.566666666666666
19-Apr-2017,0,19.57142857142857,4.566666666666666
20-Apr-2017,0,19.57142857142857,4.566666666666666
21-Apr-2017,0,13.28571428571429,4.566666666666666
22-Apr-2017,8,14.14285714285714,4.833333333333333
23-Apr-2017,0,1.428571428571429,4.833333333333333
24-Apr-2017,0,1.142857142857143,4.833333333333333
25-Apr-2017,0,1.142857142857143,4.833333333333333
26-Apr-2017,0,1.142857142857143,4.833333333333333
27-Apr-2017,0,1.142857142857143,4.833333333333333
28-Apr-2017,0,1.142857142857143,4.833333333333333
29-Apr-2017,0,0.0,4.833333333333333
30-Apr-2017,0,0.0,4.833333333333333
1-May-2017,0,0.0,4.833333333333333
2-May-2017,0,0.0,4.833333333333333
3-May-2017,0,0.0,4.833333333333333
4-May-2017,0,0.0,4.833333333333333
5-May-2017,0,0.0,4.833333333333333
6-May-2017,0,0.0,4.833333333333333
7-May-2017,0,0.0,4.833333333333333
8-May-2017,0,0.0,4.833333333333333
9-May-2017,0,0.0,4.833333333333333
10-May-2017,0,0.0,4.833333333333333
11-May-2017,0,0.0,4.833333333333333
12-May-2017,0,0.0,4.833333333333333
13-May-2017,0,0.0,4.833333333333333
14-May-2017,0,0.0,3.366666666666667
15-May-2017,0,0.0,3.3
16-May-2017,0,0.0,0.3333333333333333
17-May-2017,0,0.0,0.2666666666666667
18-May-2017,0,0.0,0.2666666666666667
19-May-2017,0,0.0,0.2666666666666667
20-May-2017,2,0.2857142857142857,0.3333333333333333
21-May-2017,0,0.2857142857142857,0.3333333333333333
22-May-2017,4,0.8571428571428571,0.2
